Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
20/21,Round 7,31/10/20,Galatasaray,Ankaragücü,1,0,6.94,6.67,4-1-4-1,4-2-3-1,O. Kocuk; O. Elabdellaoui; C. Luyindama; Marcão; M. Saracchi; T. Antalyalı; E. Kılınç; O. Etebo; (c) Ö. Bayram; R. Babel; M. Diagne,R. Friedrich; Z. Šarlija; (c) M. Pazdan; E. Dikmen; A. Turan; A. Çankaya; A. Dioussé; S. Lobjanidze; E. Güral; J. Bolingi; T. Børven
20/21,Round 7,01/11/20,Rizespor,Kayserispor,1,0,6.99,6.79,4-2-3-1,4-2-3-1,G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; (c) A. Durak; G. Donsah; F. Baiano; F. Boldrin; B. Samudio; L. Rémy,S. Lung Jr.; Z. Kvržić; M. Lopes; D. Kolovetsios; A. Behich; (c) H. H. Acar; Campanharo; A. Lennon; M. Fernandes; P. Henrique; W. Kanga
20/21,Round 7,01/11/20,Konyaspor,Başakşehir,1,2,6.71,6.82,4-3-2-1,4-2-3-1,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; M. Jevtović; O. K. Güçtekin; A. Uludağ; L. Shengelia; F. Miya; A. Kravets,M. Günok; Rafael; M. Škrtel; C. Ponck; B. Bolingoli; D. Aleksić; İ. C. Kahveci; (c) E. Višća; B. Özcan; D. Türüç; E. Crivelli
20/21,Round 7,01/11/20,Beşiktaş,Yeni Malatyaspor,1,0,7.23,6.65,4-1-4-1,4-1-4-1,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; (c) A. Hutchinson; R. Ghezzal; D. Toköz; O. Özyakup; C. Larin; V. Aboubakar,A. Damlu; Z. Yavru; Wallace; (c) S. Kaya; K. Hafez; Y. Ndayishimiye; K. Kanatsızkuş; A. Ildız; A. Afriyie; C. Cueva; B. Tetteh
20/21,Round 7,02/11/20,Antalyaspor,Fenerbahçe,1,2,6.77,6.96,4-2-3-1,4-2-3-1,R. Boffin; M. Yilmaz; V. Sarı; Naldo; F. Kudryashov; B. Balcı; N. Şahin; G. Bayrakdar; (c) L. Podolski; D. Orgill; A. Jahović,A. Bayındır; (c) G. Gönül; S. Aziz; M. Tisserand; C. Erkin; J. Sosa; L. Gustavo; Enner Valencia; O. Tufan; D. Pelkas; M. Samatta
20/21,Round 7,02/11/20,Hatayspor,Sivasspor,1,1,6.86,6.71,4-4-2,4-3-3,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; (c) M. Çaytemel; S. Ilgaz; R. Aabid; R. Ribeiro; D. Babajide; G. Karadeniz; M. B. Diouf,M. Samassa; B. Yardımcı; C. Osmanpaşa; S. Camara; U. Çiftçi; (c) H. Arslan; I. Cofie; F. Fajr; M. Yatabaré; O. Kayode; M. Gradel
20/21,Round 7,09/12/20,Göztepe,Alanyaspor,1,0,6.82,6.93,4-2-3-1,4-3-1-2,İ. C. Eğribayat; M. Paluli; A. Öztürk; M. Mihojević; B. Emir; K. Sönmez; S. Aydoğdu; (c) H. Akbunar; Guilherme Marques; Z. Tripić; C. Ndiaye,Marafona; Juanfran; F. Aksoy; (c) G. Tzavellas; A. Gülay; M. Siopis; S. Uçan; B. Kutlu; A. Bakasetas; K. Babacar; A. Bareiro
20/21,Round 6,23/10/20,Kasımpaşa,Göztepe,0,0,7.01,6.9,4-1-4-1,4-2-3-1,(c) R. Köse; F. Hadergjonaj; L. Sadiku; T. Serbest; O. Haddadi; M. Tirpan; Y. Erdoğan; H. Hajradinović; A. Kara; A. Hodžić; B. Koita,İ. C. Eğribayat; L. Gassama; A. Nukan; M. Mihojević; B. Emir; S. Aydoğdu; Y. Kayan; (c) H. Akbunar; M. Mossoró; Guilherme Marques; B. Ideye
20/21,Round 6,24/10/20,Gaziantep,Konyaspor,1,0,6.86,6.78,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; G. Vural; A. Maxim; A. Sousa; F. Soyalp; N. Dicko; K. Özer,I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; M. Jevtović; M. Çağıran; (c) Ö. A. Şahiner; D. Milošević; F. Miya; A. Kravets
20/21,Round 6,24/10/20,Başakşehir,Antalyaspor,5,1,7.13,6.4,4-4-2,4-4-2,M. Günok; Rafael; M. Škrtel; A. Epureanu; B. Bolingoli; E. Višća; İ. C. Kahveci; (c) M. Tekdemir; D. Türüç; D. Ba; E. Crivelli,R. Boffin; V. Sarı; Naldo; E. Gülüm; F. Kudryashov; M. Yilmaz; N. Şahin; B. Balcı; A. d. Silva; (c) L. Podolski; D. Orgill
20/21,Round 6,24/10/20,Erzurumspor,Galatasaray,1,2,6.52,6.92,4-2-3-1,4-1-4-1,F. Farnolle; M. M. Uçar; A. Mina; H. Hatipoğlu; M. Albayrak; (c) İ. Akdağ; P. Boumal; E. Başsan; G. Obertan; A. Novikovas; R. Gomes,O. Kocuk; O. Elabdellaoui; C. Luyindama; Marcão; M. Saracchi; T. Antalyalı; E. Kılınç; (c) Y. Belhanda; Ö. Bayram; R. Babel; R. Falcao
20/21,Round 6,25/10/20,Yeni Malatyaspor,Gençlerbirliği,2,1,6.95,6.58,4-4-1-1,3-5-1-1,A. Damlu; Z. Yavru; Wallace; S. Kaya; E. Kaş; K. Kanatsızkuş; (c) A. Afriyie; A. Ildız; K. Hafez; C. Cueva; B. Tetteh,K. Nordfeldt; A. Kızıldağ; (c) Z. Touré; D. Angelo; M. Johansson; R. Piris; B. A. Özdemir; M. Yildirim; P. Polomat; D. Candeias; B. Stancu
20/21,Round 6,25/10/20,Alanyaspor,Karagümrük,2,0,7.33,6.56,4-2-3-1,4-1-4-1,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; S. Uçan; M. Siopis; (c) E. Karaca; A. Bakasetas; Davidson; A. Bareiro,E. Viviano; E. Lichaj; E. Roco; E. Zukanović; J. Balkovec; (c) L. Biglia; Y. Salibur; A. Ndao; B. Ndiaye; B. Darri; A. Sobiech
20/21,Round 6,25/10/20,Fenerbahçe,Trabzonspor,3,1,6.94,6.74,4-2-3-1,4-2-3-1,A. Bayındır; (c) G. Gönül; M. Lemos; M. Tisserand; C. Erkin; L. Gustavo; J. Sosa; Enner Valencia; O. Tufan; D. Pelkas; M. Samatta,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; K. A. Çörekçi; Flávio; A. Ömür; L. Baker; A. N. Nwakaeme; B. Afobe
20/21,Round 6,26/10/20,Denizlispor,Beşiktaş,2,3,6.62,6.8,4-1-4-1,4-2-3-1,C. Pantilimon; Ö. Özdemir; N. Subotić; M. Yumlu; T. Lopes; M. Bakalorz; M. Mešanovič; F. Varela; R. Niyaz; Á. Sagal; (c) H. Rodallega,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; D. Toköz; R. Ghezzal; (c) A. Hutchinson; C. Larin; V. Aboubakar
20/21,Round 6,26/10/20,Sivasspor,Rizespor,0,2,6.57,6.96,4-1-4-1,4-1-4-1,M. Samassa; B. Yardımcı; R. Yalçın; C. Osmanpaşa; (c) Z. Erdal; I. Cofie; M. Yatabaré; H. Arslan; F. Fajr; M. Gradel; O. Kayode,G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; (c) A. Durak; F. Baiano; F. Boldrin; G. Donsah; B. Samudio; L. Rémy
20/21,Round 6,15/12/20,Ankaragücü,Hatayspor,2,0,6.99,6.65,4-1-4-1,4-2-3-1,R. Friedrich; S. Kitsiou; Z. Šarlija; E. Dikmen; A. Turan; A. Çankaya; S. Lobjanidze; (c) T. Pinto; E. Aygören; E. Çekiçi; E. Güral,M. Mohamedi; S. Popov; I. Sackey; J. C. Billong; B. Çamoğlu; R. Aabid; R. Ribeiro; D. Babajide; G. Karadeniz; (c) S. Ilgaz; M. B. Diouf
20/21,Round 5,17/10/20,Rizespor,Ankaragücü,5,3,6.79,6.38,4-1-4-1,4-1-4-1,G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; (c) A. Durak; F. Boldrin; F. Baiano; G. Donsah; F. Andrade; L. Rémy,R. Friedrich; S. Kitsiou; M. Pazdan; E. Dikmen; T. Pinto; I. Voca; S. Lobjanidze; Ş. Çetin; (c) A. Potuk; J. Paintsil; T. Børven
20/21,Round 5,17/10/20,Kayserispor,Sivasspor,1,3,6.64,6.92,4-3-1-2,4-2-3-1,S. Lung Jr.; Z. Kvržić; D. Kolovetsios; C. Săpunaru; Y. Subaşı; Campanharo; Y. Ackah; (c) H. H. Acar; M. Fernandes; W. Kanga; İ. Parlak,M. Samassa; M. Goiano; C. Osmanpaşa; S. Camara; (c) Z. Erdal; I. Cofie; H. Arslan; E. Yeşilyurt; F. Fajr; M. Gradel; M. Yatabaré
20/21,Round 5,17/10/20,Konyaspor,Yeni Malatyaspor,1,1,6.89,6.79,4-2-3-1,4-4-1-1,I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; M. Jevtović; A. Hadžiahmetović; L. Shengelia; (c) Ö. A. Şahiner; D. Milošević; A. Kravets,A. Damlu; (c) I. Chebake; Wallace; S. Kaya; E. Kaş; M. Fofana; A. Afriyie; A. Ildız; Z. Yavru; O. Şahan; B. Tetteh
20/21,Round 5,17/10/20,Trabzonspor,Başakşehir,0,2,6.64,7.33,4-2-3-1,4-1-4-1,U. Çakır; (c) J. Pereira; E. Ié; V. Hugo; Marlon; K. A. Çörekçi; L. Baker; A. Ömür; S. Kinali; F. Diabaté; B. Afobe,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; B. Bolingoli; M. Topal; (c) E. Višća; Rafael; İ. C. Kahveci; D. Türüç; D. Ba
20/21,Round 5,18/10/20,Antalyasporx2,Gaziantepx2,1,1,6.89,6.59,4-2-3-1,5-3-2,R. Boffin; M. Yilmaz; V. Sarı; Naldo; F. Kudryashov; B. Balcı; N. Şahin; S. Sam; (c) L. Podolski; A. d. Silva; A. Jahović,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; G. Vural; A. Sousa; A. Maxim; K. Mirallas; N. Dicko
20/21,Round 5,18/10/20,Karagümrük,Kasımpaşa,1,1,6.67,6.83,4-2-3-1,4-1-4-1,E. Viviano; E. Lichaj; E. Roco; E. Zukanović; J. Balkovec; B. Ndiaye; (c) L. Biglia; A. Ndao; E. Sabo; Y. Salibur; A. Sobiech,(c) R. Köse; F. Hadergjonaj; J. Jeanvier; T. Serbest; O. Haddadi; M. Tirpan; Y. Erdoğan; A. Kara; H. Hajradinović; A. Cariús; B. Koita
20/21,Round 5,18/10/20,Göztepe,Fenerbahçe,2,3,6.72,6.91,4-2-3-1,4-2-3-1,İ. C. Eğribayat; M. Paluli; A. Nukan; M. Mihojević; B. Emir; A. B. Poko; S. Aydoğdu; (c) H. Akbunar; Guilherme Marques; Z. Tripić; B. Ideye,A. Bayındır; N. Sangaré; S. Aziz; M. Tisserand; C. Erkin; (c) L. Gustavo; J. Sosa; Enner Valencia; O. Tufan; D. Pelkas; M. Samatta
20/21,Round 5,19/10/20,Galatasaray,Alanyaspor,1,2,6.59,6.99,4-2-3-1,4-2-3-1,F. Öztürk; (c) M. Linnes; C. Luyindama; Marcão; M. Saracchi; T. Antalyalı; O. Etebo; E. Kılınç; E. Akbaba; R. Babel; R. Falcao,Marafona; Juanfran; S. Caulker; (c) G. Tzavellas; F. Moubandje; S. Uçan; M. Siopis; K. Babacar; A. Bakasetas; Davidson; A. Bareiro
20/21,Round 5,19/10/20,Gençlerbirliği,Denizlispor,1,2,6.59,7.07,4-2-3-1,4-2-3-1,K. Nordfeldt; M. Johansson; (c) Z. Touré; D. Angelo; P. Polomat; R. Piris; B. A. Özdemir; D. Candeias; D. Furman; S. Yılmaz; B. Stancu,C. Pantilimon; Ö. Özdemir; N. Subotić; M. Yumlu; T. Lopes; M. Bakalorz; R. Niyaz; M. Mešanovič; F. Varela; Á. Sagal; (c) H. Rodallega
20/21,Round 5,09/12/20,Hatayspor,Erzurumspor,3,0,7.07,6.62,4-1-4-1,3-4-1-2,M. Mohamedi; S. Popov; (c) Y. Abdioğlu; P. Santos; B. Çamoğlu; I. Sackey; S. Ilgaz; R. Aabid; A. Traoré; D. Babajide; M. B. Diouf,F. Farnolle; O. Çelik; A. Mina; H. Hatipoğlu; C. A. Alkılıç; İ. Akdağ; (c) G. Obertan; K. Kanak; A. Novikovas; R. Muhammed; R. Gomes
20/21,Round 4,02/10/20,Gaziantep,Trabzonspor,1,1,6.83,6.69,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; G. Vural; A. Sousa; J. Junior; M. Demir; A. Maxim,E. Kardeşler; (c) J. Pereira; H. Türkmen; E. Ié; Marlon; Flávio; L. Baker; A. Ömür; C. Ekuban; A. N. Nwakaeme; B. Afobe
20/21,Round 4,02/10/20,Ankaragücü,Kayserispor,0,1,6.87,6.88,4-2-3-1,4-3-1-2,R. Friedrich; S. Kitsiou; M. Pazdan; E. Dikmen; T. Pinto; D. Łukasik; A. Dioussé; J. Paintsil; (c) A. Potuk; L. Adžić; T. Børven,S. Lung Jr.; M. Lopes; D. Kolovetsios; C. Săpunaru; Y. Subaşı; Z. Kvržić; Campanharo; J. Attamah; (c) H. H. Acar; W. Kanga; İ. Parlak
20/21,Round 4,03/10/20,Yeni Malatyaspor,Antalyaspor,1,0,6.95,6.68,4-2-3-1,4-1-4-1,A. Damlu; I. Chebake; Wallace; S. Kaya; K. Hafez; A. Ildız; A. Afriyie; (c) A. Büyük; C. Cueva; J. Lukoki; B. Tetteh,R. Boffin; B. Balcı; V. Sarı; F. Kudryashov; E. Albayrak; N. Şahin; P. Mukairu; (c) H. Özmert; Fredy; A. d. Silva; A. Jahović
20/21,Round 4,03/10/20,Başakşehir,Göztepe,0,0,7.04,6.94,4-4-2,4-2-3-1,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; H. A. Kaldırım; (c) E. Višća; D. Aleksić; M. Topal; M. K. Demir; D. Ba; E. Crivelli,İ. C. Eğribayat; M. Paluli; A. Öztürk; A. Nukan; B. Emir; S. Aydoğdu; Y. Kayan; H. Akbunar; (c) M. Mossoró; Z. Tripić; B. Ideye
20/21,Round 4,03/10/20,Erzurumspor,Rizespor,0,0,6.8,7.02,4-1-4-1,4-3-2-1,F. Farnolle; M. M. Uçar; A. Mina; H. Hatipoğlu; K. Kanak; P. Boumal; E. Başsan; (c) İ. Akdağ; G. Obertan; A. Novikovas; R. Muhammed,(c) G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; Y. Pehlivan; F. Baiano; D. Erdoğan; F. Boldrin; K. Michalak; L. Rémy
20/21,Round 4,03/10/20,Fenerbahçe,Karagümrük,2,1,6.93,6.65,4-3-3,4-2-3-1,A. Bayındır; (c) G. Gönül; M. Lemos; M. Tisserand; C. Erkin; J. Sosa; L. Gustavo; O. Tufan; Enner Valencia; M. Samatta; M. Thiam,E. Viviano; E. Lichaj; E. Roco; E. Zukanović; J. Balkovec; (c) L. Biglia; E. Sabo; Y. Salibur; A. Ndao; B. Darri; A. Sobiech
20/21,Round 4,04/10/20,Denizlispor,Konyaspor,0,0,6.98,7.01,3-4-1-2,4-2-3-1,C. Pantilimon; M. Yumlu; N. Subotić; F. Leismann; T. Lopes; M. Bakalorz; R. Niyaz; Á. Sagal; I. Aissati; M. Mešanovič; (c) H. Rodallega,I. Šehić; N. Skubic; U. Demirok; A. Bardakcı; G. H. Sityá; M. Jevtović; A. Hadžiahmetović; L. Shengelia; (c) Ö. A. Şahiner; D. Milošević; A. Kravets
20/21,Round 4,04/10/20,Alanyaspor,Hatayspor,6,0,7.42,6.26,4-2-3-1,4-2-3-1,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; S. Uçan; M. Siopis; (c) E. Karaca; A. Bakasetas; Davidson; A. Bareiro,M. Mohamedi; S. Popov; Y. Abdioğlu; P. Santos; (c) M. Çaytemel; I. Sackey; R. Aabid; S. Ilgaz; G. Karadeniz; H. Barbosa; M. B. Diouf
20/21,Round 4,04/10/20,Beşiktaş,Gençlerbirliği,0,1,6.87,6.94,4-1-4-1,4-2-3-1,E. Destanoğlu; N. Uysal; Welinton; F. Montero; R. Yılmaz; Souza; G. Töre; D. Toköz; (c) A. Hutchinson; T. Boyd; V. Aboubakar,K. Nordfeldt; M. Johansson; (c) Z. Touré; D. Angelo; P. Polomat; R. Piris; B. A. Özdemir; D. Candeias; D. Furman; S. Yılmaz; B. Stancu
20/21,Round 4,04/10/20,Kasımpaşa,Galatasaray,1,0,6.93,6.97,4-3-3,4-1-4-1,(c) R. Köse; F. Hadergjonaj; J. Jeanvier; T. Serbest; O. Haddadi; H. Hajradinović; M. Tirpan; A. Kara; A. Cariús; A. Hodžić; Y. Erdoğan,F. Öztürk; O. Elabdellaoui; C. Luyindama; Marcão; E. Taşdemir; T. Antalyalı; S. Feghouli; Y. Belhanda; O. Etebo; (c) A. Turan; M. Diagne
20/21,Round 3,25/09/20,Karagümrük,Başakşehir,2,0,7.04,6.61,4-2-3-1,4-4-2,E. Viviano; E. Lichaj; E. Roco; E. Zukanović; J. Balkovec; (c) L. Biglia; E. Sabo; R. Civelek; A. Ndao; B. Darri; M. Erdinç,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; H. A. Kaldırım; E. Višća; (c) M. Tekdemir; İ. C. Kahveci; K. Frei; D. Ba; E. Crivelli
20/21,Round 3,26/09/20,Kayserispor,Erzurumspor,1,3,6.63,6.89,4-4-2,4-1-4-1,S. Lung Jr.; M. Lopes; D. Kolovetsios; J. Attamah; Y. Subaşı; A. Lennon; (c) H. H. Acar; Campanharo; M. Çelik; İ. Parlak; W. Kanga,F. Farnolle; M. M. Uçar; A. Mina; H. Hatipoğlu; K. Kanak; P. Boumal; E. Başsan; (c) İ. Akdağ; G. Obertan; A. Novikovas; R. Muhammed
20/21,Round 3,26/09/20,Göztepe,Gaziantep,2,2,6.74,6.79,4-2-3-1,5-3-2,İ. C. Eğribayat; M. Paluli; A. Öztürk; A. Nukan; B. Emir; S. Aydoğdu; Y. Kayan; (c) H. Akbunar; M. Mossoró; Z. Tripić; B. Ideye,(c) G. Güvenç; P. Olkowski; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; G. Vural; J. Junior; A. Maxim; A. Balada; M. Demir
20/21,Round 3,26/09/20,Hatayspor,Kasımpaşa,1,0,6.91,6.79,4-2-3-1,4-3-3,M. Mohamedi; S. Popov; Y. Abdioğlu; P. Santos; (c) M. Çaytemel; R. Aabid; A. Traoré; S. Ilgaz; G. Karadeniz; H. Barbosa; M. B. Diouf,(c) R. Köse; F. Hadergjonaj; T. Serbest; T. Břečka; Y. Erdoğan; D. Pavelka; L. Sadiku; A. Kara; H. Hajradinović; A. Cariús; K. Varga
20/21,Round 3,26/09/20,Trabzonspor,Yeni Malatyaspor,3,1,6.87,6.64,4-2-3-1,4-2-3-1,(c) U. Çakır; S. Asan; H. Türkmen; E. Ié; Marlon; Flávio; A. Parmak; A. Ömür; L. Baker; A. N. Nwakaeme; B. Afobe,G. Herrera; I. Chebake; M. Akça; T. L. Hadebe; K. Hafez; Y. Ndayishimiye; A. Afriyie; (c) A. Büyük; A. Ildız; C. Cueva; B. Tetteh
20/21,Round 3,27/09/20,Rizespor,Alanyaspor,1,1,6.9,6.74,4-3-2-1,4-2-3-1,G. Akkan; M. Morozyuk; S. Ay; Y. Meriah; D. Melnjak; (c) A. Durak; F. Baiano; D. Erdoğan; K. Michalak; F. Boldrin; L. Rémy,Marafona; Juanfran; F. Aksoy; S. Caulker; F. Moubandje; (c) C. Gülselam; M. Siopis; T. Bingöl; E. Bekiroğlu; M. Pektemek; K. Babacar
20/21,Round 3,27/09/20,Konyaspor,Beşiktaş,4,1,7.0,6.35,4-2-3-1,4-2-3-1,I. Šehić; N. Skubic; U. Demirok; A. Bardakcı; G. H. Sityá; M. Jevtović; A. Hadžiahmetović; L. Shengelia; D. Milošević; (c) Ö. A. Şahiner; S. Cikalleshi,E. Destanoğlu; (c) N. Uysal; D. Vida; Welinton; F. N'Sakala; D. Toköz; B. Mensah; H. A. Üner; A. Ljajić; T. Boyd; G. Yalçın
20/21,Round 3,27/09/20,Sivasspor,Ankaragücü,0,0,6.93,6.76,4-2-3-1,4-2-3-1,M. Samassa; E. Yeşilyurt; C. Osmanpaşa; S. Camara; (c) Z. Erdal; F. Fajr; H. Arslan; Y. Öztekin; M. Gradel; C. Ninga; M. Yatabaré,R. Friedrich; S. Kitsiou; M. Pazdan; E. Dikmen; T. Pinto; D. Łukasik; A. Dioussé; J. Paintsil; (c) A. Potuk; L. Adžić; J. Bolingi
20/21,Round 3,27/09/20,Galatasaray,Fenerbahçe,0,0,6.85,6.99,4-1-4-1,4-1-4-1,F. Öztürk; O. Elabdellaoui; C. Luyindama; Marcão; M. Linnes; T. Antalyalı; S. Feghouli; Y. Belhanda; E. Kılınç; (c) A. Turan; R. Falcao,A. Bayındır; (c) G. Gönül; M. Lemos; M. Tisserand; C. Erkin; L. Gustavo; D. Türüç; J. Sosa; O. Tufan; M. Thiam; Enner Valencia
20/21,Round 3,28/09/20,Antalyaspor,Denizlispor,1,0,6.93,6.88,4-1-4-1,5-3-2,R. Boffin; B. Balcı; V. Sarı; F. Kudryashov; E. Albayrak; N. Şahin; P. Mukairu; (c) H. Özmert; Fredy; A. d. Silva; A. Jahović,C. Pantilimon; T. Lopes; O. Yılmaz; M. Yumlu; F. Leismann; Z. Bergdich; I. Aissati; R. Niyaz; R. Murawski; (c) H. Rodallega; Á. Sagal
20/21,Round 2,18/09/20,Yeni Malatyaspor,Göztepe,1,1,6.79,6.64,4-2-3-1,4-2-3-1,G. Herrera; I. Chebake; M. Akça; Y. Ndayishimiye; K. Hafez; A. Ildız; A. Afriyie; M. Fofana; C. Cueva; (c) A. Büyük; U. Bulut,İ. C. Eğribayat; M. Paluli; A. Öztürk; A. Nukan; B. Emir; S. Aydoğdu; Y. Kayan; (c) H. Akbunar; M. Mossoró; Z. Tripić; B. Ideye
20/21,Round 2,19/09/20,Gençlerbirliği,Konyaspor,0,0,7.07,6.86,4-2-3-1,4-2-3-1,K. Nordfeldt; M. Johansson; (c) Z. Touré; D. Angelo; H. I. Pehlivan; R. Piris; S. Dikmen; G. Sio; S. Yılmaz; D. Candeias; B. Stancu,I. Šehić; N. Skubic; U. Demirok; M. Aničić; G. H. Sityá; M. Jevtović; A. Hadžiahmetović; L. Shengelia; F. Miya; (c) Ö. A. Şahiner; S. Cikalleshi
20/21,Round 2,19/09/20,Denizlispor,Trabzonspor,0,0,6.78,7.09,4-3-3,3-4-1-2,C. Pantilimon; T. Lopes; O. Yılmaz; M. Yumlu; Z. Bergdich; I. Aissati; M. Bakalorz; R. Murawski; R. Niyaz; (c) H. Rodallega; Á. Sagal,(c) U. Çakır; E. Ié; G. Campi; H. Türkmen; S. Asan; L. Baker; A. Parmak; A. Dursun; A. Ömür; B. Afobe; A. N. Nwakaeme
20/21,Round 2,19/09/20,Alanyaspor,Kayserispor,2,0,7.2,6.64,4-4-2,4-2-3-1,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; (c) E. Karaca; S. Uçan; F. Aksoy; Davidson; A. Bareiro; A. Bakasetas,S. Lung Jr.; M. Lopes; D. Kolovetsios; J. Attamah; Y. Subaşı; Campanharo; Y. Ackah; A. Uzodimma; (c) H. H. Acar; M. Çelik; W. Kanga
20/21,Round 2,19/09/20,Beşiktaş,Antalyaspor,1,1,6.83,6.73,4-1-4-1,4-1-4-1,E. Destanoğlu; N. Uysal; D. Vida; Welinton; F. N'Sakala; (c) A. Hutchinson; A. Hasić; D. Toköz; B. Mensah; T. Boyd; C. Larin,R. Boffin; B. Balcı; V. Sarı; F. Kudryashov; E. Albayrak; N. Şahin; D. Sinik; (c) H. Özmert; Fredy; A. d. Silva; A. Jahović
20/21,Round 2,20/09/20,Erzurumspor,Sivasspor,1,2,6.59,6.81,4-1-4-1,4-2-3-1,F. Farnolle; C. A. Alkılıç; A. Teikeu; H. Hatipoğlu; K. Kanak; P. Boumal; E. Başsan; (c) İ. Akdağ; G. Obertan; A. Novikovas; R. Muhammed,M. Samassa; E. Yeşilyurt; C. Osmanpaşa; S. Camara; (c) Z. Erdal; H. Arslan; F. Fajr; Y. Öztekin; M. Gradel; C. Ninga; M. Yatabaré
20/21,Round 2,20/09/20,Kasımpaşa,Rizespor,2,0,7.07,6.81,4-2-3-1,4-4-2,(c) R. Köse; D. Pavelka; T. Serbest; J. Jeanvier; T. Břečka; L. Sadiku; A. Kara; Y. Erdoğan; H. Hajradinović; K. Varga; A. Cariús,(c) G. Akkan; M. Morozyuk; S. Ay; Y. Meriah; D. Melnjak; T. Torun; A. Vetrih; F. Baiano; F. Boldrin; M. Škoda; B. Samudio
20/21,Round 2,20/09/20,Başakşehir,Galatasaray,0,2,6.73,6.99,4-1-4-1,4-1-4-1,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; H. A. Kaldırım; (c) M. Tekdemir; E. Višća; İ. C. Kahveci; B. Özcan; D. Aleksić; D. Ba,F. Öztürk; O. Elabdellaoui; C. Luyindama; Marcão; M. Saracchi; T. Antalyalı; S. Feghouli; Y. Belhanda; E. Kılınç; (c) A. Turan; R. Falcao
20/21,Round 2,20/09/20,Gaziantep,Karagümrük,2,2,6.96,6.94,5-3-2,4-2-3-1,(c) G. Güvenç; P. Olkowski; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; G. Vural; J. Junior; A. Maxim; A. Balada; K. Özer,A. Özer; R. Civelek; E. Roco; E. Zukanović; (c) A. Erdem; L. Biglia; E. Sabo; A. Ndao; V. Arveladze; B. Darri; A. Sobiech
20/21,Round 2,21/09/20,Fenerbahçe,Hataysporx2,0,0,6.87,6.79,4-2-3-1,4-2-3-1,A. Bayındır; (c) G. Gönül; Zanka; M. Lemos; C. Erkin; L. Gustavo; T. Ciğerci; M. Thiam; O. Tufan; F. Kadıoğlu; Enner Valencia,M. Mohamedi; S. Popov; Y. Abdioğlu; P. Santos; (c) M. Çaytemel; R. Aabid; I. Sackey; S. Ilgaz; G. Karadeniz; R. Ribeiro; M. B. Diouf
20/21,Round 1,11/09/20,Rizespor,Fenerbahçe,1,2,6.91,6.89,4-3-3,4-2-3-1,G. Akkan; M. Morozyuk; S. Ay; D. Chatziisaias; D. Melnjak; A. Vetrih; (c) A. Durak; F. Baiano; F. Boldrin; M. Škoda; B. Samudio,A. Bayındır; (c) G. Gönül; Zanka; S. Aziz; C. Erkin; T. Ciğerci; L. Gustavo; M. Thiam; D. Türüç; F. Kadıoğlu; M. Frey
20/21,Round 1,12/09/20,Karagümrük,Yeni Malatyaspor,3,0,7.14,6.71,4-2-3-1,4-2-3-1,A. Özer; R. Civelek; E. Roco; E. Zukanović; (c) A. Erdem; M. Sarigül; A. Ndao; M. Erdinç; V. Arveladze; E. Sabo; A. Sobiech,G. Herrera; I. Chebake; M. Akça; Y. Ndayishimiye; K. Hafez; A. Afriyie; A. Ildız; M. Fofana; C. Cueva; (c) A. Büyük; U. Bulut
