Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
23/24,Round 15,11/12/23,Konyaspor,Sivasspor,0,1,6.96,6.92,4-3-3,4-1-4-1,P. Bernardoni; A. Oğuz; A. Demirbağ; F. Calvo; (c) G. H. Sityá; S. Dikmen; O. Ülgün; A. Cicâldău; R. Murić; S. Cikalleshi; M. Moreno,A. Ş. Vural; A. Okumuş; C. Osmanpaşa; S. Camara; (c) U. Çiftçi; Y. Konak; B. Kapacak; C. Charisis; S. Sáiz; G. Rodrigues; C. N'Jie
23/24,Round 15,11/12/23,Ankaragücü,Rizespor,1,1,6.81,6.83,4-2-3-1,4-2-3-1,B. H. Güngördü; A. Çankaya; U. Radaković; N. Mujakić; A. Uludağ; A. K. Güneren; Pedrinho; O. Moruțan; E. Bekiroğlu; R. Cephas; (c) A. Sowe,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; M. Pala; J. Shelvey; Gustavo Sauer; D. Varešanović; A. Zeqiri; M. Minchev
23/24,Round 14,01/12/23,Karagümrük,İstanbulspor,3,0,7.14,6.43,4-2-3-1,4-2-3-1,M. Dituro; (c) D. Biraschi; I. Drešević; F. Ceccherini; F. Veseli; S. Feghouli; O. Shukurov; R. Mendes; V. Eysseric; C. Keleş; G. Yalçın,D. Jensen; D. Duhaney; M. Yeşil; S. Deli; (c) A. Yaşar; M. Vorobjovas; M. Sarıkaya; A. Ndao; Jackson; M. Mamadou; E. K. Gültekin
23/24,Round 14,01/12/23,Hatayspor,Antalyaspor,3,3,6.77,6.83,4-1-4-1,4-2-3-1,E. Kardeşler; K. Alıcı; G. M. Kilama; C. Demir; (c) F. Ghoulam; C. Massanga; R. Rivas; F. Dele-Bashiru; Ö. F. Beyaz; D. L. Zé; C. Strandberg,H. Leite; B. Balcı; (c) V. Sarı; Naldo; E. Yeşilyurt; E. Rakip; D. Šarić; S. Jehezkel; S. v. d. Streek; S. Larsson; A. Buksa
23/24,Round 14,02/12/23,Alanyaspor,Konyaspor,2,2,7.01,6.8,4-2-3-1,4-2-3-1,Y. Karagöz; L. Augusto; N. Lima; F. Aliti; Y. Özdemir; Richard Cândido; J. Novais; O. Aydın; (c) E. Karaca; P. Sisto; S. Córdova,P. Bernardoni; A. Oğuz; A. Demirbağ; F. Calvo; (c) G. H. Sityá; S. Dikmen; O. Ülgün; R. Murić; A. Cicâldău; M. Moreno; S. Cikalleshi
23/24,Round 14,02/12/23,Rizespor,Başakşehir,3,2,7.06,6.86,4-2-3-1,4-1-4-1,(c) G. Akkan; M. T. Şahin; A. Mocsi; H. Alikulov; C. Højer; J. Shelvey; I. Olawoyin; Gustavo Sauer; D. Varešanović; A. Zeqiri; M. Minchev,(c) V. Babacan; L. Dubois; L. Duarte; J. Opoku; L. Lima; B. Özcan; D. Türüç; M. Abeid; E. İlkhan; J. Figueiredo; K. Piątek
23/24,Round 14,02/12/23,Adana DS,Samsunspor,2,3,6.74,6.92,4-2-3-1,4-2-3-1,Ş. Mahammadaliev; J. Svensson; (c) S. Güler; A. Burak; A. Dursun; E. Akbaba; B. Ndiaye; Y. Sarı; Y. Belhanda; Y. Erdoğan; M. Niang,O. Kocuk; M. Tirpan; Ľ. Šatka; A. Öztürk; S. Gönül; C. Holse; T. Antalyalı; M. Gümüşkaya; O. Ntcham; (c) E. Kılınç; M. Mouandilmadji
23/24,Round 14,02/12/23,Pendikspor,Galatasaray,0,2,6.68,7.09,4-2-3-1,4-2-3-1,E. Canpolat; S. Asan; B. Sülüngöz; (c) Welinton; N. Sequeira; A. Lusamba; J. Vuković; H. Akbunar; Ó. Romero; G. Kaya; E. Yardımcı,(c) F. Muslera; S. Boey; V. Nelsson; K. Ayhan; K. Karataş; S. Oliveira; L. Torreira; Tetê; H. Ziyech; K. Aktürkoğlu; M. Icardi
23/24,Round 14,03/12/23,Kasımpaşa,Gaziantep,4,2,7.2,6.74,4-3-3,3-4-3,A. Gianniotis; C. Winck; K. Omeruo; S. Çiftpınar; Y. Özcan; (c) H. Hajradinović; D. Saddiki; A. Kara; M. Fall; J. Ngoy; M. B. Ouanes,F. Niță; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; M. Eskihellaç; M. Jevtović; F. Soyalp; J. Morais; M. Gradel; D. Drăguş; A. Maxim
23/24,Round 14,03/12/23,Trabzonspor,Kayserispor,0,1,6.95,6.87,4-2-3-1,4-2-3-1,(c) U. Çakır; J. Stryger Larsen; R. Baniya; S. Denswil; E. Elmalı; B. A. Özdemir; A. Ömür; E. Višća; N. Pépé; M. Trézéguet; P. Onuachu,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; L. Carole; O. Kemen; A. Karimi; A. B. Morte; M. Cardoso; R. Civelek; (c) M. Thiam
23/24,Round 14,03/12/23,Ankaragücü,Beşiktaş,1,1,6.74,6.99,4-2-3-1,4-1-4-1,B. H. Güngördü; A. Çankaya; M. Çetin; N. Mujakić; A. Uludağ; A. K. Güneren; Pedrinho; O. Moruțan; E. Bekiroğlu; R. Cephas; (c) A. Sowe,M. Günok; O. Bulut; (c) N. Uysal; O. Colley; U. Meraş; A. Hadžiahmetović; J. Muleka; S. Uçan; G. Fernandes; B. Zaynutdinov; V. Aboubakar
23/24,Round 14,04/12/23,Fenerbahçe,Sivasspor,4,1,6.98,6.58,4-2-3-1,4-1-4-1,D. Livaković; B. Osayi-Samuel; S. Akaydın; J. Oosterwolde; F. Kadıoğlu; M. Crespo; Fred; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko,A. Ş. Vural; A. Okumuş; C. Osmanpaşa; S. Camara; (c) U. Çiftçi; Y. Konak; B. Kapacak; C. Charisis; S. Sáiz; C. N'Jie; R. Manaj
23/24,Round 13,25/11/23,İstanbulspor,Hatayspor,2,1,6.81,6.87,4-2-3-1,4-1-4-1,D. Jensen; D. Duhaney; M. Yeşil; S. Deli; (c) A. Yaşar; M. Vorobjovas; M. Sarıkaya; A. Ndao; F. Loshaj; Jackson; E. K. Gültekin,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; C. Demir; F. Ghoulam; C. Massanga; C. Strandberg; F. Dele-Bashiru; Ö. F. Beyaz; D. L. Zé; R. Dadaşov
23/24,Round 13,25/11/23,Gaziantep,Ankaragücü,0,1,6.87,6.95,5-3-2,4-2-3-1,F. Niță; M. Eskihellaç; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; J. Morais; F. Soyalp; O. Özçiçek; A. Maxim; M. Gradel; D. Drăguş,B. H. Güngördü; A. Çankaya; U. Radaković; N. Mujakić; A. Uludağ; A. K. Güneren; Pedrinho; O. Moruțan; E. Bekiroğlu; R. Cephas; (c) A. Sowe
23/24,Round 13,25/11/23,Konyaspor,Kasımpaşa,2,0,7.09,6.61,4-2-3-1,4-2-3-1,P. Bernardoni; A. Oğuz; A. Demirbağ; U. Yazğılı; G. H. Sityá; (c) S. Dikmen; O. Ülgün; R. Murić; A. Cicâldău; M. Moreno; N. Oliveira,A. Gianniotis; C. Winck; K. Omeruo; S. Çiftpınar; T. D. Aksu; G. Gül; A. Kara; M. Fall; (c) H. Hajradinović; J. Ngoy; N. Da Costa
23/24,Round 13,25/11/23,Galatasaray,Alanyaspor,4,0,7.45,6.54,4-2-3-1,4-2-3-1,(c) F. Muslera; S. Boey; D. Sánchez; K. Ayhan; K. Karataş; T. Ndombélé; L. Torreira; B. A. Yılmaz; D. Mertens; W. Zaha; M. Icardi,E. Taşkıran; N. Lima; F. Aksoy; F. Bayır; J. Balkovec; L. Fer; N. Janvier; O. Aydın; (c) E. Karaca; P. Sisto; Carlos Eduardo
23/24,Round 13,26/11/23,Kayserispor,Adana DS,1,1,6.94,6.94,4-2-3-1,4-1-4-1,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; L. Carole; K. K. Yılmaz; A. Karimi; A. B. Morte; O. Kemen; M. Cardoso; (c) M. Thiam,E. Özbir; D. Toköz; (c) S. Güler; A. Gravillon; K. Rodrigues; B. Ndiaye; Y. Sarı; T. Aydoğan; É. Michut; Y. Erdoğan; M. Niang
23/24,Round 13,26/11/23,Antalyaspor,Rizespor,0,0,6.97,7.13,4-2-3-1,4-2-3-1,H. Leite; B. Balcı; (c) V. Sarı; Ö. Toprak; G. Vural; E. Rakip; D. Šarić; S. Jehezkel; R. Safuri; S. Larsson; A. Buksa,(c) G. Akkan; E. Korkmaz; A. Mocsi; E. Topçu; H. I. Pehlivan; J. Shelvey; M. Pala; B. Keser; I. Olawoyin; A. Zeqiri; M. Minchev
23/24,Round 13,26/11/23,Samsunspor,Beşiktaş,1,2,6.87,6.99,4-2-3-1,4-1-4-1,O. Kocuk; (c) Z. Yavru; Ľ. Šatka; R. V. Drongelen; S. Gönül; Y. A. Bennasser; T. Antalyalı; C. Holse; O. Ntcham; E. Kılınç; M. Mouandilmadji,M. Günok; V. Rosier; (c) N. Uysal; O. Colley; A. Masuaku; A. Hadžiahmetović; O. Bulut; G. Fernandes; A. Oxlade-Chamberlain; C. Tosun; J. Muleka
23/24,Round 13,26/11/23,Fenerbahçe,Karagümrük,2,1,7.06,6.6,4-2-3-1,4-1-4-1,D. Livaković; M. Müldür; S. Akaydın; J. Oosterwolde; F. Kadıoğlu; M. Crespo; İ. Yüksek; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko,M. Dituro; D. Biraschi; I. Drešević; F. Ceccherini; (c) M. Mercan; S. Feghouli; R. Mendes; M. Rohdén; V. Eysseric; C. Keleş; G. Yalçın
23/24,Round 13,27/11/23,Başakşehir,Pendikspor,4,1,7.09,6.53,4-3-1-2,4-2-3-1,(c) V. Babacan; L. Dubois; L. Duarte; J. Opoku; C. Sertel; D. Türüç; B. Özcan; J. Figueiredo; E. İlkhan; K. Piątek; M. Abeid,E. Canpolat; (c) E. Özgenç; B. Sülüngöz; Welinton; N. Sequeira; A. Lusamba; İ. Akdağ; A. Diaby; E. Çekiçi; H. Akbunar; E. Yardımcı
23/24,Round 13,27/11/23,Sivasspor,Trabzonspor,3,3,6.81,6.91,4-1-4-1,4-1-4-1,A. Ş. Vural; A. Okumuş; C. Osmanpaşa; S. Camara; (c) U. Çiftçi; Y. Konak; E. Başsan; C. Charisis; S. Sáiz; B. Kapacak; R. Manaj,M. T. Tepe; M. Aydın; R. Baniya; S. Denswil; E. Elmalı; B. Mendy; N. Pépé; (c) A. Ömür; A. Bakasetas; E. Višća; P. Onuachu
23/24,Round 12,10/11/23,Ankaragücü,Antalyaspor,0,4,6.62,7.42,4-2-3-1,4-2-3-1,R. Gikiewicz; H. Bilazer; U. Radaković; N. Mujakić; M. Hanousek; (c) T. Ciğerci; E. Bekiroğlu; G. Rodrigues; Pedrinho; A. Chatzigiovanis; A. Sowe,H. Leite; B. Balcı; (c) V. Sarı; Ö. Toprak; E. Yeşilyurt; E. Rakip; D. Šarić; S. Jehezkel; R. Safuri; S. Larsson; A. Buksa
23/24,Round 12,10/11/23,Trabzonspor,Konyaspor,2,1,7.02,6.84,4-2-3-1,4-2-3-1,(c) U. Çakır; M. Aydın; R. Baniya; S. Denswil; J. Stryger Larsen; B. Mendy; B. A. Özdemir; N. Pépé; A. Ömür; E. Višća; P. Onuachu,P. Bernardoni; A. Oğuz; A. Demirbağ; F. Calvo; Y. Subaşı; U. Yazğılı; (c) S. Dikmen; R. Murić; A. Cicâldău; M. Moreno; S. Cikalleshi
23/24,Round 12,11/11/23,Kasımpaşa,Kayserispor,3,4,6.91,6.74,4-1-4-1,4-2-3-1,A. Gianniotis; C. Winck; K. Omeruo; S. Çiftpınar; Y. Özcan; G. Gül; M. B. Ouanes; (c) H. Hajradinović; A. Kara; M. Fall; J. Ngoy,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; L. Carole; K. K. Yılmaz; A. Karimi; A. B. Morte; O. Kemen; M. Cardoso; (c) M. Thiam
23/24,Round 12,11/11/23,Alanyaspor,Gaziantep,0,3,6.74,7.15,4-2-3-1,5-3-2,E. Taşkıran; L. Augusto; F. Bayır; F. Aksoy; Y. Özdemir; N. Janvier; Richard Cândido; (c) E. Karaca; J. Novais; Carlos Eduardo; S. Córdova,F. Niță; M. Eskihellaç; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; J. Morais; F. Soyalp; O. Özçiçek; A. Maxim; D. Drăguş; M. Gradel
23/24,Round 12,11/11/23,Karagümrük,Sivasspor,3,0,6.96,6.64,4-2-2-2,4-1-4-1,E. Bilgin; D. Biraschi; I. Drešević; F. Ceccherini; (c) M. Mercan; S. Feghouli; M. Rohdén; N. Sangaré; C. Keleş; V. Eysseric; G. Yalçın,A. Ş. Vural; A. Okumuş; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; Y. Konak; E. Başsan; C. Charisis; S. Sáiz; G. Rodrigues; B. Koita
23/24,Round 12,11/11/23,Hatayspor,Galatasaray,2,1,6.89,6.88,4-1-4-1,4-2-3-1,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; C. Demir; F. Ghoulam; C. Massanga; R. Rivas; F. Dele-Bashiru; Ö. F. Beyaz; D. L. Zé; R. Dadaşov,(c) F. Muslera; S. Boey; D. Sánchez; A. Bardakcı; K. Karataş; S. Oliveira; L. Torreira; H. Ziyech; K. Aktürkoğlu; W. Zaha; M. Icardi
23/24,Round 12,12/11/23,Pendikspor,Samsunspor,1,0,7.06,6.71,4-2-3-1,4-2-3-1,E. Canpolat; (c) E. Özgenç; Welinton; J. K. Rassoul; N. Sequeira; A. Lusamba; İ. Akdağ; A. Diaby; E. Çekiçi; H. Akbunar; E. Yardımcı,O. Kocuk; M. Tirpan; Ľ. Šatka; R. V. Drongelen; S. Gönül; Y. A. Bennasser; F. Tait; M. Gümüşkaya; C. Holse; (c) E. Kılınç; E. Kara
23/24,Round 12,12/11/23,Beşiktaş,Başakşehir,1,0,7.06,6.74,4-3-3,4-2-3-1,M. Günok; V. Rosier; (c) N. Uysal; D. Amartey; T. Bingöl; S. Uçan; A. Hadžiahmetović; G. Fernandes; B. Zaynutdinov; J. Muleka; A. Rebić,V. Babacan; L. Dubois; O. Ba; L. Duarte; J. Opoku; E. İlkhan; (c) M. Tekdemir; E. B. Dennis; B. Özcan; S. Gürler; K. Piątek
23/24,Round 12,12/11/23,Rizespor,İstanbulspor,1,0,6.91,6.82,4-2-3-1,3-4-2-1,(c) G. Akkan; M. T. Şahin; A. Mocsi; E. Topçu; H. I. Pehlivan; J. Shelvey; M. Pala; Gustavo Sauer; D. Varešanović; I. Olawoyin; M. Minchev,D. Jensen; O. Erdoğan; M. Yeşil; S. Deli; D. Duhaney; M. Vorobjovas; M. Sarıkaya; (c) A. Yaşar; A. Ndao; M. Mamadou; E. K. Gültekin
23/24,Round 12,12/11/23,Adana DS,Fenerbahçe,0,0,7.03,6.95,4-2-3-1,4-2-3-1,E. Özbir; J. Svensson; (c) S. Güler; A. Gravillon; K. Rodrigues; E. Akbaba; B. Ndiaye; Y. Sarı; Y. Belhanda; Y. Erdoğan; M. Niang,D. Livaković; B. Osayi-Samuel; S. Akaydın; J. Oosterwolde; F. Kadıoğlu; M. Crespo; M. Zajc; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 11,03/11/23,Galatasaray,Kasımpaşa,2,1,7.0,6.67,4-1-3-2,4-1-4-1,(c) F. Muslera; S. Boey; V. Nelsson; D. Sánchez; A. Bardakcı; K. Ayhan; H. Ziyech; L. Torreira; W. Zaha; M. Icardi; K. Aktürkoğlu,A. Gianniotis; C. Winck; K. Omeruo; S. Çiftpınar; M. B. Ouanes; G. Gül; I. Gomis; (c) H. Hajradinović; A. Kara; M. Fall; J. Ngoy
23/24,Round 11,04/11/23,İstanbulspor,Pendikspor,2,4,6.69,7.28,4-2-3-1,4-2-3-1,D. Jensen; D. Duhaney; O. Erdoğan; M. Yeşil; A. Yaşar; M. Sarıkaya; F. Loshaj; A. Ndao; (c) E. Rroca; Jackson; D. Traore,E. Canpolat; (c) E. Özgenç; B. Sülüngöz; Welinton; N. Sequeira; A. Lusamba; İ. Akdağ; A. Diaby; E. Çekiçi; H. Akbunar; E. Yardımcı
23/24,Round 11,04/11/23,Samsunspor,Hatayspor,2,1,7.03,6.78,4-2-3-1,4-2-3-1,O. Kocuk; M. Tirpan; Ľ. Šatka; R. V. Drongelen; S. Gönül; Y. A. Bennasser; F. Tait; M. Gümüşkaya; C. Holse; (c) E. Kılınç; M. Mouandilmadji,V. Bekaj; K. Alıcı; G. M. Kilama; C. Demir; F. Ghoulam; C. Massanga; (c) R. Aabid; R. Rivas; G. Sağlam; D. L. Zé; R. Dadaşov
23/24,Round 11,04/11/23,Fenerbahçe,Trabzonspor,2,3,6.77,6.84,4-2-3-1,4-2-3-1,D. Livaković; B. Osayi-Samuel; S. Akaydın; J. Oosterwolde; F. Kadıoğlu; İ. Yüksek; M. Zajc; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko,(c) U. Çakır; M. Aydın; R. Baniya; S. Denswil; E. Elmalı; B. A. Özdemir; B. Mendy; N. Pépé; A. Ömür; E. Višća; P. Onuachu
23/24,Round 11,05/11/23,Sivasspor,Adana DS,1,1,7.12,6.99,4-1-4-1,4-2-3-1,A. Ş. Vural; B. Kapacak; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; Y. Konak; E. Başsan; C. Charisis; S. Sáiz; M. Barrow; B. Koita,E. Özbir; İ. Çokçalış; S. Güler; A. Burak; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; Y. Erdoğan; Y. Belhanda; A. Zeneli; M. Niang
23/24,Round 11,05/11/23,Başakşehir,Ankaragücü,3,3,6.78,6.76,4-2-3-1,4-2-3-1,V. Babacan; L. Dubois; L. Duarte; J. Opoku; L. Lima; B. Özcan; (c) M. Tekdemir; D. Türüç; D. Aleksić; S. Gürler; K. Piątek,B. H. Güngördü; H. Bilazer; U. Radaković; N. Mujakić; M. Hanousek; (c) T. Ciğerci; E. Bekiroğlu; G. Rodrigues; Pedrinho; A. Chatzigiovanis; A. Sowe
23/24,Round 11,05/11/23,Konyaspor,Karagümrük,1,1,6.87,6.76,4-2-3-1,4-1-4-1,P. Bernardoni; A. Oğuz; A. Demirbağ; F. Calvo; (c) G. H. Sityá; S. Dikmen; S. N'Zonzi; L. Prip; A. Cicâldău; M. Moreno; S. Cikalleshi,E. Bilgin; D. Biraschi; I. Drešević; F. Ceccherini; (c) M. Mercan; S. Feghouli; N. Sangaré; M. Rohdén; V. Eysseric; C. Keleş; G. Yalçın
23/24,Round 11,05/11/23,Antalyaspor,Beşiktaş,3,2,6.79,6.75,4-2-3-1,4-2-3-1,H. Leite; B. Balcı; (c) V. Sarı; Ö. Toprak; E. Yeşilyurt; E. Rakip; D. Šarić; S. Jehezkel; R. Safuri; Z. Bytyqi; A. Buksa,E. Destanoğlu; O. Bulut; E. Bailly; (c) N. Uysal; B. Zaynutdinov; T. Bingöl; S. Uçan; M. Rashica; G. Fernandes; A. Oxlade-Chamberlain; C. Tosun
23/24,Round 11,06/11/23,Gaziantep,Rizespor,2,0,7.13,6.79,5-3-2,4-2-3-1,F. Niță; S. M'Bakata; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; J. Morais; M. Eskihellaç; O. Özçiçek; A. Maxim; M. Gradel; D. Drăguş,(c) G. Akkan; E. Korkmaz; A. Mocsi; E. Topçu; H. I. Pehlivan; M. Pala; J. Shelvey; Gustavo Sauer; I. Olawoyin; A. Zeqiri; M. Minchev
23/24,Round 11,06/11/23,Kayserispor,Alanyaspor,1,0,7.13,6.8,4-2-3-1,5-4-1,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; L. Carole; K. K. Yılmaz; A. Karimi; A. B. Morte; M. Cardoso; C. Mané; (c) M. Thiam,E. Taşkıran; F. Hadergjonaj; F. Aksoy; F. Bayır; F. Aliti; Y. Özdemir; (c) E. Karaca; J. Novais; N. Janvier; O. Aydın; Carlos Eduardo
23/24,Round 10,27/10/23,Hatayspor,Kayserispor,1,2,6.84,6.98,4-2-3-1,4-2-3-1,(c) E. Kardeşler; R. Rivas; G. M. Kilama; B. Bekaroğlu; F. Ghoulam; C. Massanga; G. Aburjania; C. Strandberg; F. Dele-Bashiru; D. L. Zé; R. Dadaşov,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; L. Carole; A. Karimi; K. K. Yılmaz; A. B. Morte; M. Cardoso; C. Mané; (c) M. Thiam
23/24,Round 10,27/10/23,Kasımpaşa,İstanbulspor,3,1,7.31,6.84,4-1-4-1,4-2-3-1,A. Gianniotis; C. Winck; K. Omeruo; S. Çiftpınar; T. D. Aksu; G. Gül; I. Gomis; (c) H. Hajradinović; A. Kara; M. Fall; J. Ngoy,D. Jensen; D. Duhaney; O. Erdoğan; M. Yeşil; R. Coly; M. Sarıkaya; F. Loshaj; A. Ndao; (c) E. Rroca; Jackson; D. Traore
23/24,Round 10,28/10/23,Alanyaspor,Sivasspor,1,2,6.58,7.07,4-4-2,4-1-4-1,E. Taşkıran; F. Hadergjonaj; F. Aksoy; F. Aliti; Y. Özdemir; (c) E. Karaca; Richard Cândido; J. Novais; O. Aydın; Carlos Eduardo; S. Córdova,A. Ş. Vural; B. Kapacak; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; Y. Konak; C. N'Jie; C. Charisis; S. Sáiz; G. Rodrigues; B. Koita
23/24,Round 10,28/10/23,Adana DS,Konyaspor,3,0,7.18,6.66,4-2-3-1,4-2-3-1,E. Özbir; J. Svensson; (c) S. Güler; A. Gravillon; K. Rodrigues; B. Ndiaye; E. Akbaba; Y. Erdoğan; Y. Belhanda; A. Zeneli; M. Niang,P. Bernardoni; U. Yazğılı; A. Demirbağ; F. Calvo; (c) G. H. Sityá; S. Dikmen; S. N'Zonzi; L. Prip; A. Cicâldău; M. Moreno; S. Cikalleshi
23/24,Round 10,28/10/23,Rizespor,Galatasaray,0,1,6.78,7.18,4-2-3-1,4-2-3-1,(c) G. Akkan; E. Korkmaz; A. Mocsi; E. Topçu; H. I. Pehlivan; M. Pala; J. Shelvey; Gustavo Sauer; I. Olawoyin; A. Zeqiri; M. Minchev,(c) F. Muslera; S. Boey; D. Sánchez; A. Bardakcı; Angeliño; L. Torreira; K. Demirbay; W. Zaha; D. Mertens; K. Aktürkoğlu; M. Icardi
23/24,Round 10,29/10/23,Karagümrük,Trabzonspor,0,0,6.94,7.04,4-1-4-1,4-2-3-1,E. Bilgin; D. Biraschi; I. Drešević; F. Ceccherini; (c) M. Mercan; S. Feghouli; N. Sangaré; M. Rohdén; V. Eysseric; C. Keleş; G. Yalçın,(c) U. Çakır; M. Aydın; R. Baniya; S. Denswil; E. Elmalı; B. Mendy; B. A. Özdemir; E. Višća; A. Ömür; T. Fountas; P. Onuachu
23/24,Round 10,29/10/23,Antalyaspor,Başakşehir,1,0,6.96,6.71,4-2-3-1,4-1-4-1,H. Leite; B. Balcı; (c) V. Sarı; Ö. Toprak; G. Vural; E. Rakip; D. Šarić; S. Jehezkel; R. Safuri; Z. Bytyqi; A. Buksa,V. Babacan; L. Duarte; O. Ba; J. Opoku; L. Lima; D. Aleksić; D. Türüç; (c) M. Tekdemir; D. Pelkas; E. B. Dennis; J. Figueiredo
23/24,Round 10,29/10/23,Ankaragücü,Samsunspor,2,0,7.17,6.53,4-2-3-1,4-2-3-1,B. H. Güngördü; H. Bilazer; U. Radaković; N. Mujakić; M. Hanousek; (c) T. Ciğerci; E. Bekiroğlu; G. Rodrigues; Pedrinho; A. Chatzigiovanis; A. Sowe,O. Kocuk; (c) Z. Yavru; Ľ. Šatka; R. V. Drongelen; S. Gönül; Y. A. Bennasser; F. Tait; C. Holse; E. Kara; E. Kılınç; M. Mouandilmadji
23/24,Round 10,29/10/23,Pendikspor,Fenerbahçe,0,5,6.51,7.36,4-4-2,4-2-3-1,E. Canpolat; (c) E. Özgenç; B. Sülüngöz; Welinton; N. Sequeira; H. Akbunar; J. Vuković; İ. Akdağ; E. Çekiçi; G. Kaya; E. Yardımcı,D. Livaković; B. Osayi-Samuel; S. Akaydın; R. Becão; F. Kadıoğlu; İ. Yüksek; Fred; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 10,30/10/23,Beşiktaş,Gaziantep,2,0,7.19,6.72,4-2-3-1,5-3-2,E. Destanoğlu; O. Bulut; E. Bailly; (c) N. Uysal; B. Zaynutdinov; S. Uçan; G. Fernandes; R. Ghezzal; A. Oxlade-Chamberlain; M. Rashica; C. Tosun,F. Niță; M. Eskihellaç; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; J. Morais; M. Gradel; F. Soyalp; A. Maxim; D. Drăguş; B. Riascos
23/24,Round 9,21/10/23,Kayserispor,Rizespor,3,1,7.04,6.65,4-4-2,4-2-3-1,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; L. Carole; A. B. Morte; K. K. Yılmaz; A. Karimi; M. Cardoso; (c) M. Thiam; O. Kemen,(c) G. Akkan; M. T. Şahin; A. Mocsi; E. Topçu; H. I. Pehlivan; I. Olawoyin; J. Shelvey; Gustavo Sauer; D. Varešanović; B. Keser; A. Gaich
23/24,Round 9,21/10/23,Gaziantep,Antalyaspor,1,0,7.07,6.78,5-4-1,3-4-2-1,F. Niță; M. Eskihellaç; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; J. Morais; L. Marković; F. Soyalp; M. Jevtović; A. Maxim; D. Drăguş,H. Leite; (c) V. Sarı; B. Öztürk; Ö. Toprak; B. Balcı; D. Šarić; E. Rakip; E. Yeşilyurt; S. v. d. Streek; S. Larsson; A. Buksa
23/24,Round 9,21/10/23,Konyaspor,Pendikspor,1,2,6.8,6.89,4-2-3-1,4-2-3-1,P. Bernardoni; A. Oğuz; A. Demirbağ; F. Calvo; (c) G. H. Sityá; S. Dikmen; S. N'Zonzi; L. Prip; A. Cicâldău; M. Moreno; S. Cikalleshi,E. Canpolat; (c) E. Özgenç; B. Sülüngöz; Welinton; N. Sequeira; İ. Akdağ; J. Vuković; H. Akbunar; Ó. Romero; E. Çekiçi; A. Hassan
23/24,Round 9,21/10/23,Galatasaray,Beşiktaş,2,1,7.0,6.66,4-2-3-1,4-3-3,(c) F. Muslera; S. Boey; D. Sánchez; A. Bardakcı; Angeliño; K. Ayhan; L. Torreira; Tetê; K. Aktürkoğlu; W. Zaha; M. Icardi,(c) M. Günok; V. Rosier; D. Amartey; O. Colley; B. Zaynutdinov; T. Bingöl; A. Hadžiahmetović; G. Fernandes; R. Ghezzal; V. Aboubakar; M. Rashica
23/24,Round 9,22/10/23,Sivasspor,Kasımpaşa,0,1,7.02,7.18,4-1-4-1,4-1-4-1,A. Ş. Vural; B. Kapacak; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; Y. Konak; E. Başsan; S. Sáiz; R. Kvet; M. Barrow; G. Rodrigues,A. Gianniotis; C. Winck; K. Omeruo; S. Çiftpınar; T. D. Aksu; G. Gül; I. Gomis; (c) H. Hajradinović; A. Kara; M. Fall; J. Ngoy
23/24,Round 9,22/10/23,İstanbulspor,Ankaragücü,2,1,6.83,6.78,4-2-3-1,4-2-3-1,D. Jensen; D. Duhaney; O. Erdoğan; R. Coly; (c) A. Yaşar; M. Vorobjovas; M. Sarıkaya; A. Ndao; F. Loshaj; Jackson; D. Traore,B. H. Güngördü; H. Bilazer; U. Radaković; M. Çetin; M. Hanousek; (c) T. Ciğerci; E. Bekiroğlu; R. Cephas; O. Moruțan; G. Rodrigues; R. Bajić
